policy_id,vehicle_age,driver_age,bonus_malus,vehicle_class,region,displacement_cc,annual_mileage_km,exposure_usd,log10_exposure_usd,duration,log_duration,class_B,class_C,class_D,is_urban,is_suburban,capped_claims_usd,capped_claims_kusd
2459,9.0,23.0,84.1,C,Suburban,862.0,33602.0,41100.0,4.6138,0.8777,-0.130395,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2460,1.0,61.0,245.9,A,Urban,4970.0,28714.0,28600.0,4.4564,0.8285,-0.188193,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2461,7.0,49.0,194.6,C,Rural,3494.0,32477.0,393500.0,5.5949,0.9161,-0.087667,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2462,4.0,72.0,221.7,B,Urban,3503.0,9849.0,296600.0,5.4722,0.556,-0.587018,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2463,9.0,30.0,61.5,A,Rural,2979.0,10643.0,38900.0,4.5899,0.7035,-0.35171,0.0,0.0,0.0,0.0,0.0,10822.43,10.8224
2464,12.0,70.0,321.9,A,Urban,4446.0,37702.0,20000.0,4.301,0.8463,-0.166938,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2465,9.0,43.0,335.8,C,Suburban,1406.0,48648.0,85900.0,4.934,0.8986,-0.1069,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2466,4.0,51.0,51.0,C,Suburban,4130.0,27851.0,66700.0,4.8241,0.6415,-0.443928,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2467,6.0,56.0,113.8,A,Urban,4190.0,7430.0,124000.0,5.0934,0.7312,-0.313102,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2468,14.0,51.0,104.1,A,Urban,952.0,8063.0,148600.0,5.172,0.6389,-0.448063,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2469,0.0,70.0,284.4,A,Suburban,1357.0,26031.0,29400.0,4.4683,0.9603,-0.040465,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2470,4.0,27.0,229.4,A,Urban,3098.0,34595.0,208900.0,5.3199,0.6398,-0.44653,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2471,18.0,60.0,103.2,C,Rural,1179.0,11969.0,56500.0,4.752,0.8545,-0.157281,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2472,2.0,74.0,294.2,A,Urban,1986.0,6487.0,122000.0,5.0864,0.9144,-0.089509,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2473,8.0,30.0,156.0,A,Suburban,2495.0,37826.0,60800.0,4.7839,0.912,-0.092075,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2474,4.0,32.0,188.3,A,Suburban,1460.0,11576.0,156900.0,5.1956,0.9568,-0.044134,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2475,2.0,45.0,166.2,B,Urban,3757.0,24718.0,20000.0,4.301,0.81,-0.210704,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2476,8.0,60.0,206.4,C,Suburban,2879.0,38036.0,135400.0,5.1316,0.9423,-0.059379,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2477,10.0,73.0,194.0,C,Suburban,3487.0,10638.0,38500.0,4.5855,0.8973,-0.10842,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2478,3.0,64.0,132.4,B,Suburban,2792.0,24924.0,79500.0,4.9004,0.8776,-0.130585,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2479,1.0,64.0,177.4,D,Suburban,2532.0,10015.0,203000.0,5.3075,0.8869,-0.119987,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2480,2.0,43.0,322.5,B,Suburban,2868.0,20638.0,39400.0,4.5955,0.8843,-0.122919,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2481,13.0,55.0,200.9,D,Urban,4578.0,46059.0,34800.0,4.5416,0.8193,-0.199296,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2482,18.0,30.0,324.9,B,Urban,2463.0,35876.0,55700.0,4.7459,0.8997,-0.105715,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2483,3.0,44.0,215.0,A,Urban,3498.0,6039.0,53000.0,4.7243,0.7894,-0.236531,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2484,6.0,28.0,280.6,C,Suburban,4303.0,11051.0,32400.0,4.5105,0.5809,-0.54322,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2485,7.0,19.0,138.1,B,Rural,3409.0,18222.0,81700.0,4.9122,0.9496,-0.051704,1.0,0.0,0.0,0.0,0.0,9546.01,9.546
2486,7.0,67.0,287.1,C,Urban,1749.0,45300.0,85100.0,4.9299,0.8351,-0.18016,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2487,5.0,64.0,129.3,A,Suburban,1312.0,38619.0,108600.0,5.0358,0.7286,-0.316586,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2488,1.0,47.0,55.9,B,Urban,3282.0,32787.0,38900.0,4.5899,0.7793,-0.249332,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2489,11.0,18.0,98.2,D,Suburban,3855.0,11867.0,35200.0,4.5465,0.7397,-0.301567,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2490,7.0,23.0,56.5,A,Suburban,4029.0,46799.0,68200.0,4.8338,0.8659,-0.143953,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2491,7.0,24.0,334.1,A,Suburban,3714.0,41366.0,61600.0,4.7896,0.8877,-0.119127,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2492,5.0,59.0,350.0,A,Suburban,815.0,15774.0,62600.0,4.7966,0.9663,-0.034318,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2493,19.0,29.0,278.7,B,Suburban,4050.0,23195.0,42600.0,4.6294,0.7833,-0.244284,1.0,0.0,0.0,0.0,1.0,8105.73,8.1057
2494,12.0,32.0,82.4,C,Urban,3339.0,24277.0,97700.0,4.9899,0.9373,-0.064781,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2495,8.0,67.0,319.7,B,Suburban,4950.0,31438.0,35300.0,4.5478,0.5448,-0.607365,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2496,4.0,68.0,273.1,D,Urban,4011.0,21866.0,68000.0,4.8325,0.8941,-0.11189,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2497,16.0,62.0,149.7,B,Rural,2607.0,14451.0,58700.0,4.7686,0.8233,-0.194451,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2498,18.0,35.0,200.7,B,Suburban,3640.0,35015.0,73000.0,4.8633,0.7215,-0.326389,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2499,0.0,51.0,248.5,A,Urban,3387.0,35490.0,193600.0,5.2869,0.999,-0.000963,0.0,0.0,0.0,1.0,0.0,5382.14,5.3821
2500,19.0,29.0,57.2,A,Urban,2217.0,24907.0,26200.0,4.4183,0.475,-0.744339,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2501,14.0,67.0,200.5,C,Urban,3041.0,26899.0,20000.0,4.301,0.6875,-0.374744,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2502,2.0,22.0,269.7,A,Rural,1658.0,7280.0,46600.0,4.6684,0.8219,-0.196153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2503,15.0,61.0,106.5,A,Urban,1169.0,25524.0,29900.0,4.4757,0.9056,-0.099183,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2504,2.0,47.0,183.1,D,Suburban,3879.0,41018.0,20000.0,4.301,0.5617,-0.576751,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2505,1.0,61.0,209.8,B,Urban,2413.0,31617.0,303300.0,5.4819,0.8017,-0.221,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2506,2.0,44.0,270.7,A,Suburban,3974.0,46431.0,117400.0,5.0697,0.8858,-0.121226,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2507,9.0,27.0,339.3,C,Suburban,2851.0,37243.0,127900.0,5.1069,0.8549,-0.156761,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2508,13.0,61.0,304.5,B,Urban,4201.0,39994.0,59700.0,4.776,0.762,-0.271851,1.0,0.0,0.0,1.0,0.0,6639.17,6.6392
2509,8.0,54.0,236.5,D,Suburban,3906.0,25629.0,105000.0,5.0212,0.8942,-0.111792,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2510,2.0,44.0,225.1,C,Urban,4009.0,12805.0,53500.0,4.7284,0.9705,-0.029916,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2511,4.0,39.0,231.0,A,Rural,2603.0,46048.0,143900.0,5.1581,0.9128,-0.091271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2512,17.0,37.0,213.6,A,Urban,4837.0,34664.0,87200.0,4.9405,0.7456,-0.293624,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2513,20.0,45.0,67.8,A,Suburban,2502.0,45926.0,72800.0,4.8621,0.9876,-0.012451,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2514,15.0,33.0,259.5,C,Urban,4131.0,32789.0,77400.0,4.8887,0.6802,-0.385352,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2515,2.0,34.0,264.9,B,Suburban,2856.0,25452.0,242200.0,5.3842,0.9036,-0.101398,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2516,17.0,34.0,203.7,C,Urban,1787.0,11063.0,85700.0,4.933,0.6693,-0.401578,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2517,14.0,18.0,311.1,B,Suburban,3441.0,22897.0,32900.0,4.5172,0.6016,-0.508132,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2518,11.0,71.0,251.7,A,Urban,2770.0,31890.0,98100.0,4.9917,0.7854,-0.241604,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2519,3.0,31.0,158.8,A,Urban,1909.0,46884.0,110900.0,5.0449,0.6698,-0.400808,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2520,20.0,27.0,55.9,A,Rural,2407.0,42319.0,66800.0,4.8248,0.8008,-0.22215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2521,9.0,26.0,67.7,B,Urban,1472.0,28091.0,71900.0,4.8567,0.8725,-0.136439,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2522,0.0,75.0,155.5,B,Urban,4946.0,25160.0,32000.0,4.5051,0.7982,-0.225419,1.0,0.0,0.0,1.0,0.0,11929.2,11.9292
2523,4.0,45.0,188.6,D,Suburban,3501.0,6497.0,81100.0,4.909,0.8933,-0.112778,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2524,8.0,36.0,100.1,A,Urban,1529.0,20803.0,28400.0,4.4533,0.8798,-0.128023,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2525,1.0,41.0,106.8,C,Rural,4011.0,49159.0,61400.0,4.7882,0.5708,-0.560688,0.0,1.0,0.0,0.0,0.0,7836.99,7.837
2526,6.0,23.0,119.1,A,Urban,3328.0,38346.0,43900.0,4.6425,0.664,-0.409492,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2527,9.0,36.0,284.2,C,Rural,3835.0,28614.0,164600.0,5.2164,0.8158,-0.203562,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2528,19.0,32.0,281.4,A,Rural,3255.0,43803.0,259200.0,5.4136,0.9033,-0.101744,0.0,0.0,0.0,0.0,0.0,3315.65,3.3156
2529,1.0,64.0,164.9,C,Urban,1054.0,6038.0,30000.0,4.4771,0.8628,-0.14756,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2530,12.0,21.0,101.7,A,Urban,1654.0,48093.0,74700.0,4.8733,0.737,-0.305153,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2531,19.0,42.0,83.3,A,Suburban,4029.0,36485.0,58500.0,4.7672,0.8247,-0.192739,0.0,0.0,0.0,0.0,1.0,1759.4,1.7594
2532,16.0,63.0,76.1,B,Suburban,3968.0,5599.0,108700.0,5.0362,0.668,-0.403519,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2533,19.0,66.0,167.4,B,Urban,3966.0,36749.0,81000.0,4.9085,0.9513,-0.049962,1.0,0.0,0.0,1.0,0.0,13013.15,13.0132
2534,3.0,47.0,63.7,B,Urban,864.0,8741.0,55000.0,4.7404,0.7018,-0.354149,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2535,16.0,30.0,150.1,A,Urban,4182.0,33782.0,80800.0,4.9074,0.843,-0.170807,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2536,20.0,37.0,338.5,D,Suburban,2644.0,18540.0,63200.0,4.8007,0.7372,-0.3049,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2537,6.0,30.0,202.3,A,Suburban,3713.0,14544.0,267400.0,5.4272,0.66,-0.415512,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2538,10.0,56.0,296.8,B,Urban,1943.0,33264.0,39700.0,4.5988,0.7937,-0.231083,1.0,0.0,0.0,1.0,0.0,15032.32,15.0323
2539,11.0,34.0,88.8,D,Suburban,4032.0,24532.0,92200.0,4.9647,0.769,-0.262697,0.0,0.0,1.0,0.0,1.0,24914.65,24.9147
2540,10.0,54.0,130.4,C,Suburban,4926.0,7904.0,112800.0,5.0523,0.737,-0.305175,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2541,6.0,56.0,334.0,A,Rural,1865.0,42005.0,106500.0,5.0273,0.6171,-0.482766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2542,20.0,72.0,165.1,B,Urban,4094.0,16976.0,59100.0,4.7716,0.613,-0.489392,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2543,20.0,39.0,244.5,A,Urban,3341.0,32819.0,224100.0,5.3504,0.8424,-0.171465,0.0,0.0,0.0,1.0,0.0,18372.82,18.3728
2544,7.0,73.0,342.8,B,Urban,1947.0,32421.0,20000.0,4.301,0.8046,-0.217392,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2545,16.0,41.0,215.2,B,Suburban,2036.0,7527.0,31300.0,4.4955,0.71,-0.342481,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2546,8.0,57.0,141.6,C,Urban,3873.0,49879.0,127500.0,5.1055,0.835,-0.180373,0.0,1.0,0.0,1.0,0.0,409.97,0.41
2547,16.0,56.0,209.6,C,Urban,1994.0,25145.0,37100.0,4.5694,0.8159,-0.203417,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2548,12.0,65.0,66.4,A,Suburban,1001.0,14241.0,35400.0,4.549,0.6487,-0.432758,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2549,9.0,45.0,83.7,A,Suburban,4471.0,24654.0,51600.0,4.7126,0.7185,-0.330579,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2550,2.0,63.0,52.2,B,Urban,3274.0,32138.0,40000.0,4.6021,0.6175,-0.482142,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2551,13.0,38.0,315.3,B,Urban,3986.0,5137.0,124900.0,5.0966,0.8199,-0.198525,1.0,0.0,0.0,1.0,0.0,27965.84,27.9658
2552,6.0,46.0,251.4,B,Urban,3334.0,18506.0,154600.0,5.1892,0.5664,-0.568483,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2553,4.0,46.0,139.5,B,Urban,2969.0,29135.0,80500.0,4.9058,0.9144,-0.0895,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2554,4.0,58.0,116.3,B,Urban,4034.0,36251.0,174400.0,5.2415,0.7546,-0.281555,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2555,20.0,53.0,254.9,D,Urban,935.0,19099.0,24700.0,4.3927,0.7795,-0.249112,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2556,2.0,22.0,325.9,B,Urban,2110.0,23176.0,79700.0,4.9015,0.7418,-0.298704,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2557,16.0,64.0,139.7,A,Rural,3435.0,14955.0,220500.0,5.3434,0.8783,-0.129764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2558,18.0,61.0,146.5,A,Rural,4765.0,18187.0,163900.0,5.2146,0.7324,-0.311489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559,0.0,24.0,306.3,B,Urban,2453.0,35931.0,236600.0,5.374,0.8684,-0.141142,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2560,12.0,73.0,318.0,A,Suburban,4896.0,20177.0,46800.0,4.6702,0.6608,-0.414358,0.0,0.0,0.0,0.0,1.0,3288.61,3.2886
2561,12.0,56.0,324.2,A,Urban,3972.0,17583.0,156200.0,5.1937,0.8386,-0.17601,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2562,7.0,22.0,137.9,A,Rural,2837.0,18435.0,53300.0,4.7267,0.7622,-0.271536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2563,14.0,46.0,86.1,C,Rural,2602.0,32569.0,120700.0,5.0817,0.7428,-0.2973,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2564,8.0,66.0,182.0,D,Suburban,1344.0,30237.0,214000.0,5.3304,0.7814,-0.246667,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2565,9.0,34.0,138.7,B,Suburban,3384.0,23311.0,39700.0,4.5988,0.6372,-0.45068,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2566,9.0,72.0,315.2,A,Urban,1020.0,33454.0,20000.0,4.301,0.6675,-0.404279,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2567,16.0,42.0,61.0,B,Urban,2602.0,33926.0,328800.0,5.5169,0.8118,-0.20846,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2568,13.0,31.0,240.2,B,Urban,1798.0,5590.0,110800.0,5.0445,0.8337,-0.181833,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2569,7.0,38.0,321.9,D,Urban,4816.0,20258.0,68800.0,4.8376,0.9151,-0.088703,0.0,0.0,1.0,1.0,0.0,18999.38,18.9994
2570,19.0,48.0,343.0,B,Suburban,2326.0,15993.0,65900.0,4.8189,0.8695,-0.139815,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2571,16.0,57.0,245.0,C,Urban,2855.0,42310.0,20000.0,4.301,0.7847,-0.242418,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2572,19.0,71.0,335.0,D,Urban,2377.0,17395.0,88600.0,4.9474,0.8449,-0.168589,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2573,15.0,29.0,72.7,B,Suburban,1376.0,19278.0,49100.0,4.6911,0.9638,-0.036901,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2574,8.0,73.0,157.8,A,Suburban,2281.0,29200.0,78200.0,4.8932,0.8558,-0.155712,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2575,16.0,48.0,52.6,B,Suburban,4072.0,29633.0,76800.0,4.8854,0.6885,-0.373218,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2576,6.0,25.0,344.4,B,Suburban,3409.0,41494.0,20000.0,4.301,0.9855,-0.014626,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2577,5.0,71.0,320.8,B,Rural,2637.0,22457.0,111000.0,5.0453,0.6474,-0.434796,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2578,9.0,38.0,58.4,D,Urban,4246.0,17652.0,87200.0,4.9405,0.5552,-0.588443,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2579,20.0,53.0,55.4,A,Suburban,817.0,32371.0,97100.0,4.9872,0.9008,-0.104441,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2580,11.0,58.0,160.1,B,Urban,4272.0,37773.0,64800.0,4.8116,0.8181,-0.200717,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2581,8.0,18.0,127.6,A,Urban,1050.0,49667.0,78000.0,4.8921,0.8828,-0.124604,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2582,9.0,30.0,304.1,A,Rural,4455.0,32823.0,86100.0,4.935,0.7472,-0.291389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2583,6.0,57.0,98.1,B,Urban,4780.0,27083.0,93400.0,4.9703,0.6853,-0.37796,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2584,13.0,36.0,287.2,C,Urban,4241.0,10988.0,109700.0,5.0402,0.7734,-0.257005,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2585,7.0,18.0,216.3,B,Urban,882.0,49412.0,94000.0,4.9731,0.8378,-0.176925,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2586,11.0,19.0,163.2,A,Rural,3010.0,35825.0,329400.0,5.5177,0.7598,-0.274698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2587,7.0,65.0,93.7,A,Rural,4281.0,12426.0,42000.0,4.6232,0.7558,-0.279925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2588,6.0,26.0,349.3,B,Urban,3089.0,25685.0,55600.0,4.7451,0.9803,-0.019867,1.0,0.0,0.0,1.0,0.0,5961.72,5.9617
2589,20.0,23.0,235.4,B,Suburban,2312.0,30214.0,290600.0,5.4633,0.5489,-0.599926,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2590,7.0,50.0,181.8,C,Urban,2777.0,14759.0,66300.0,4.8215,0.8698,-0.139448,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2591,1.0,24.0,161.3,B,Suburban,1139.0,37962.0,158000.0,5.1987,0.8102,-0.21043,1.0,0.0,0.0,0.0,1.0,13008.28,13.0083
2592,7.0,55.0,321.7,D,Urban,2885.0,34265.0,83600.0,4.9222,0.6848,-0.378678,0.0,0.0,1.0,1.0,0.0,13590.08,13.5901
2593,11.0,49.0,296.4,C,Urban,917.0,15519.0,62500.0,4.7959,0.8263,-0.190857,0.0,1.0,0.0,1.0,0.0,4811.82,4.8118
2594,1.0,55.0,293.4,B,Suburban,3505.0,49539.0,165100.0,5.2177,0.6638,-0.409841,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2595,6.0,46.0,234.9,B,Rural,2440.0,47690.0,113500.0,5.055,0.8924,-0.113876,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2596,3.0,63.0,316.4,C,Urban,1604.0,16948.0,22000.0,4.3424,0.8377,-0.177123,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2597,10.0,55.0,139.8,D,Urban,873.0,24882.0,86200.0,4.9355,0.7787,-0.250166,0.0,0.0,1.0,1.0,0.0,21688.42,21.6884
2598,15.0,42.0,261.1,B,Rural,4673.0,45265.0,33800.0,4.5289,0.8062,-0.215441,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2599,20.0,18.0,171.3,B,Urban,3137.0,23283.0,207400.0,5.3168,0.9417,-0.060079,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2600,8.0,33.0,230.0,B,Urban,3517.0,47967.0,305000.0,5.4843,0.6653,-0.407458,1.0,0.0,0.0,1.0,0.0,24714.86,24.7149
2601,18.0,25.0,349.4,C,Suburban,4073.0,14018.0,335900.0,5.5262,0.8577,-0.153444,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2602,4.0,18.0,345.4,D,Urban,3432.0,37581.0,99800.0,4.9991,0.8456,-0.167678,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2603,16.0,33.0,203.8,D,Urban,2535.0,31978.0,51800.0,4.7143,0.8292,-0.187258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2604,11.0,29.0,222.2,A,Urban,3436.0,20578.0,97000.0,4.9868,0.8647,-0.145347,0.0,0.0,0.0,1.0,0.0,7342.16,7.3422
2605,15.0,22.0,319.2,A,Urban,1861.0,37301.0,35400.0,4.549,0.8427,-0.171096,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2606,15.0,36.0,345.7,C,Suburban,3158.0,6089.0,489700.0,5.6899,0.7207,-0.327545,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2607,11.0,47.0,283.6,B,Rural,1663.0,15389.0,195000.0,5.29,0.6836,-0.380427,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2608,5.0,28.0,69.6,D,Urban,4653.0,16758.0,95700.0,4.9809,0.9542,-0.046908,0.0,0.0,1.0,1.0,0.0,6381.37,6.3814
2609,11.0,33.0,146.8,A,Suburban,2940.0,10286.0,166500.0,5.2214,0.7009,-0.355432,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2610,17.0,19.0,319.0,C,Urban,1782.0,6528.0,50600.0,4.7042,0.7081,-0.345121,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2611,20.0,20.0,280.5,C,Urban,3486.0,20883.0,30900.0,4.49,0.8992,-0.106241,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2612,19.0,27.0,272.7,A,Suburban,1179.0,14822.0,20000.0,4.301,0.9831,-0.01703,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2613,3.0,44.0,250.4,A,Urban,2623.0,10979.0,80200.0,4.9042,0.6083,-0.497121,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2614,12.0,56.0,174.6,C,Suburban,4437.0,12079.0,63500.0,4.8028,0.6596,-0.416191,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2615,2.0,63.0,171.0,A,Urban,4025.0,42182.0,113600.0,5.0554,0.8435,-0.170221,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2616,14.0,54.0,292.7,C,Suburban,3754.0,9271.0,75800.0,4.8797,0.8927,-0.113468,0.0,1.0,0.0,0.0,1.0,4687.74,4.6877
2617,20.0,53.0,138.1,B,Rural,2777.0,37618.0,109600.0,5.0398,0.9386,-0.063418,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2618,1.0,72.0,255.4,B,Urban,2677.0,7428.0,143500.0,5.1569,0.8507,-0.161709,1.0,0.0,0.0,1.0,0.0,9620.58,9.6206
2619,13.0,32.0,267.9,A,Rural,848.0,6828.0,23300.0,4.3674,0.8362,-0.178881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2620,19.0,64.0,303.4,D,Urban,3320.0,24901.0,150300.0,5.177,0.6171,-0.482688,0.0,0.0,1.0,1.0,0.0,7531.29,7.5313
2621,17.0,72.0,146.0,C,Urban,3223.0,22183.0,54200.0,4.734,0.7289,-0.316279,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2622,8.0,50.0,272.6,C,Urban,822.0,29559.0,113500.0,5.055,0.924,-0.079001,0.0,1.0,0.0,1.0,0.0,30490.59,30.4906
2623,2.0,66.0,81.9,C,Rural,1376.0,36619.0,169900.0,5.2302,0.8072,-0.214221,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2624,19.0,25.0,91.4,B,Suburban,852.0,18941.0,170800.0,5.2325,0.7888,-0.237262,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2625,19.0,68.0,175.2,D,Rural,1863.0,13748.0,83200.0,4.9201,0.9215,-0.081767,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2626,12.0,50.0,66.6,B,Suburban,816.0,41995.0,86500.0,4.937,0.919,-0.08446,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2627,20.0,30.0,334.3,B,Urban,2553.0,12439.0,153100.0,5.185,0.7373,-0.304751,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2628,0.0,21.0,320.6,A,Rural,2801.0,40930.0,22600.0,4.3541,0.7817,-0.246346,0.0,0.0,0.0,0.0,0.0,8277.02,8.277
2629,12.0,59.0,64.7,A,Rural,2636.0,31422.0,35000.0,4.5441,0.8455,-0.167808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2630,0.0,42.0,301.5,C,Suburban,1637.0,18022.0,60000.0,4.7782,0.9294,-0.073176,0.0,1.0,0.0,0.0,1.0,0.0,0.0
